Name,Genre,ESRB_Rating,Platform,Global_Sales,NA_Sales,Year
Jewel Master: Cradle of Rome,Puzzle,E,Wii,0.03,0.03,2009
Puzzle Challenge: Crosswords and More!,Puzzle,E,Wii,0.03,0.03,2009
Crazy Chicken: Star Karts,Racing,E,DS,0.03,0.03,2009
Dodge Racing: Charger vs Challenger,Racing,E,DS,0.03,0.03,2009
Pimp My Ride: Street Racing,Racing,E,DS,0.03,0.03,2009
Ski-Doo Snowmobile Challenge,Racing,E,X360,0.04,0.03,2009
Backyard NFL Football '10,Sports,E,PS2,0.06,0.03,2009
PopCap Arcade Vol 2,Misc,E10,X360,0.03,0.03,2009
DT Carnage,Racing,E10,PSP,0.04,0.03,2009
Emergency! Disaster Rescue Squad,Simulation,E10,DS,0.03,0.03,2009
Majesty 2: The Fantasy Kingdom Sim,Strategy,E10,OSX,0.03,0.03,2009
Tenchu: Shadow Assassins,Action,M,PSP,0.12,0.03,2009
C.O.R.E.,Shooter,M,DS,0.04,0.03,2009
Operation Flashpoint: Dragon Rising,Shooter,M,PC,0.07,0.03,2009
Pacific Liberator,Action,T,Wii,0.03,0.03,2009
Dynasty Warriors: Strikeforce,Action,T,PSP,0.45,0.03,2009
Grey's Anatomy: The Video Game,Adventure,T,DS,0.04,0.03,2009
Guilty Gear XX Accent Core Plus,Fighting,T,PSP,0.08,0.03,2009
Guilty Gear XX Accent Core Plus,Fighting,T,PS2,0.06,0.03,2009
Astrology DS,Misc,T,DS,0.03,0.03,2009
Drakensang: The Dark Eye,Role-Playing,T,PC,0.04,0.03,2009
Raven Squad: Operation Hidden Dagger,Shooter,T,PC,0.03,0.03,2009
Section 8,Shooter,T,PC,0.05,0.03,2009
East India Company,Strategy,T,PC,0.04,0.03,2009
The Chase: Felix Meets Felicity,Action,E,DS,0.04,0.04,2009
Coraline,Adventure,E,DS,0.04,0.04,2009
M&M's Beach Party,Misc,E,Wii,0.04,0.04,2009
Monster Band,Misc,E,DS,0.04,0.04,2009
Dreamer Series: Pop Star,Misc,E,DS,0.07,0.04,2009
"Ni Hao, Kai-lan: Super Game Day",Misc,E,PS2,0.08,0.04,2009
Crazy Chicken: Atlantis Quest,Platform,E,DS,0.05,0.04,2009
Challenge Me: Maths Workout,Puzzle,E,DS,0.04,0.04,2009
Rollin' Rascals,Puzzle,E,DS,0.04,0.04,2009
Boing! Docomodake DS,Puzzle,E,DS,0.05,0.04,2009
Professor Heinz Wolff's Gravity,Puzzle,E,DS,0.05,0.04,2009
Professor Heinz Wolff's Gravity,Puzzle,E,Wii,0.17,0.04,2009
Pimp My Ride: Street Racing,Racing,E,PS2,0.08,0.04,2009
"My World, My Way (US sales)",Role-Playing,E,DS,0.04,0.04,2009
Fashion Week Jr. Designer,Simulation,E,DS,0.04,0.04,2009
Hotel for Dogs,Simulation,E,Wii,0.05,0.04,2009
Jojo's Fashion Show: Design in a Dash!,Simulation,E,DS,0.04,0.04,2009
Pet Vet: Down Under,Simulation,E,DS,0.05,0.04,2009
My Horse & Me: Riding for Gold,Sports,E,Wii,0.05,0.04,2009
World Championship Athletics,Sports,E,Wii,0.06,0.04,2009
Pool Hall Pro,Sports,E,Wii,0.05,0.04,2009
Astro Boy: The Video Game,Action,E10,PSP,0.04,0.04,2009
Magician's Quest: Mysterious Times,Role-Playing,E10,DS,0.53,0.04,2009
The Dark Spire,Role-Playing,E10,DS,0.04,0.04,2009
Battle Rage,Shooter,E10,Wii,0.04,0.04,2009
Chicken Blaster,Shooter,E10,DS,0.04,0.04,2009
Pirates vs Ninja Dodgeball,Sports,E10,Wii,0.05,0.04,2009
Nobunaga's Ambition: Iron Triangle,Strategy,E10,PS2,0.09,0.04,2009
Hearts of Iron III,Strategy,E10,PC,0.09,0.04,2009
ShellShock 2: Blood Trails,Shooter,M,PS3,0.08,0.04,2009
F.E.A.R. 2: Project Origin,Shooter,M,PC,0.09,0.04,2009
Dynasty Warriors: Gundam 2,Action,T,PS2,0.34,0.04,2009
Lux-Pain,Adventure,T,DS,0.05,0.04,2009
The King of Fighters '98 Ultimate Match,Fighting,T,PS2,0.12,0.04,2009
Prinny: Can I Really Be the Hero?,Platform,T,PSP,0.11,0.04,2009
Glacier2,Racing,T,Wii,0.04,0.04,2009
Ar tonelico 2: Melody of Metafalica,Role-Playing,T,PS2,0.18,0.04,2009
Moon,Shooter,T,DS,0.05,0.04,2009
Emergency Room: Real Life Rescues,Simulation,T,DS,0.04,0.04,2009
Elven Legacy,Strategy,T,PC,0.04,0.04,2009
The Stronghold Collection,Strategy,T,PC,0.13,0.04,2009
Domino Rally,Action,E,Wii,0.05,0.05,2009
Hysteria Hospital: Emergency Ward,Action,E,Wii,0.05,0.05,2009
Jake Power: Policeman,Adventure,E,DS,0.05,0.05,2009
Major Minor's Majestic March,Misc,E,Wii,0.05,0.05,2009
Rockin' Pretty,Misc,E,DS,0.05,0.05,2009
Imagine: Artist,Misc,E,DS,0.05,0.05,2009
Dream Salon,Misc,E,Wii,0.05,0.05,2009
Dora the Explorer: Dora Saves the Crystal Kingdom,Misc,E,PS2,0.09,0.05,2009
101-in-1 Explosive Megamix,Misc,E,DS,0.19,0.05,2009
Crazy Chicken: Pharaoh's Treasure,Puzzle,E,DS,0.06,0.05,2009
Roogoo Twisted Towers,Puzzle,E,Wii,0.06,0.05,2009
Vertigo,Racing,E,Wii,0.05,0.05,2009
Yamaha Supercross,Racing,E,Wii,0.07,0.05,2009
MotoGP,Racing,E,Wii,0.18,0.05,2009
Black Sigil: Blade of the Exiled,Role-Playing,E,DS,0.05,0.05,2009
Big Bang Mini,Shooter,E,DS,0.06,0.05,2009
Dino Pets,Simulation,E,DS,0.06,0.05,2009
Dreamer Series: Babysitter,Simulation,E,DS,0.06,0.05,2009
Petz: Dogz Family,Simulation,E,PSP,0.08,0.05,2009
Diva Girls: Divas on Ice,Sports,E,DS,0.06,0.05,2009
My Horse & Me: Riding for Gold,Sports,E,DS,0.07,0.05,2009
The BIGS 2,Sports,E,DS,0.05,0.05,2009
Water Sports,Sports,E,Wii,0.1,0.05,2009
Aliens in the Attic,Action,E10,DS,0.05,0.05,2009
Brave: A Warrior's Tale,Action,E10,Wii,0.06,0.05,2009
Brave: A Warrior's Tale,Action,E10,X360,0.06,0.05,2009
Astro Boy: The Video Game,Action,E10,PS2,0.11,0.05,2009
The Secret Saturdays: Beasts of the 5th Sun,Action,E10,PS2,0.15,0.05,2009
Coraline,Adventure,E10,Wii,0.05,0.05,2009
Steambot Chronicles: Battle Tournament,Fighting,E10,PSP,0.07,0.05,2009
Dokapon Journey,Role-Playing,E10,DS,0.05,0.05,2009
History Great Empires: Rome,Strategy,E10,DS,0.05,0.05,2009
Undead Knights,Action,M,PSP,0.12,0.05,2009
Obscure: The Aftermath,Adventure,M,PSP,0.09,0.05,2009
ShellShock 2: Blood Trails,Shooter,M,X360,0.09,0.05,2009
C.O.P.: The Recruit,Action,T,DS,0.08,0.05,2009
Grey's Anatomy: The Video Game,Adventure,T,Wii,0.06,0.05,2009
Samurai Shodown Anthology,Fighting,T,Wii,0.06,0.05,2009
Kamen Rider: Dragon Knight,Fighting,T,DS,0.05,0.05,2009
Guitar Hero: Van Halen,Misc,T,PS2,0.1,0.05,2009
Rock Band: Metal Track Pack,Misc,T,PS2,0.11,0.05,2009
Air Conflicts: Aces of World War II,Simulation,T,PSP,0.05,0.05,2009
Playmobil Circus,Action,E,Wii,0.09,0.06,2009
Jake Power: Handyman,Adventure,E,DS,0.07,0.06,2009
Sherlock Holmes: The Mystery of the Mummy,Adventure,E,DS,0.4,0.06,2009
Cold Stone Creamery: Scoop It Up,Misc,E,Wii,0.06,0.06,2009
I Love Beauty: Hollywood Makeover,Misc,E,DS,0.06,0.06,2009
Dream Dance & Cheer,Misc,E,Wii,0.07,0.06,2009
Challenge Me: Brain Puzzles,Puzzle,E,DS,0.06,0.06,2009
TrackMania DS,Racing,E,DS,0.08,0.06,2009
DiRT 2,Racing,E,DS,0.12,0.06,2009
Race Pro,Racing,E,X360,0.17,0.06,2009
My Pet Shop,Simulation,E,DS,0.06,0.06,2009
Imagine: Cheerleader,Simulation,E,DS,0.06,0.06,2009
Fantasy Aquarium World,Simulation,E,Wii,0.07,0.06,2009
Petz: Hamsterz Bunch,Simulation,E,PSP,0.07,0.06,2009
Ant Nation,Simulation,E,DS,0.07,0.06,2009
MLB Front Office Manager,Sports,E,X360,0.07,0.06,2009
Crazy Chicken Tales,Action,E10,Wii,0.06,0.06,2009
Coraline,Adventure,E10,PS2,0.11,0.06,2009
Jam Sessions 2,Misc,E10,DS,0.07,0.06,2009
Sudoku Ball Detective,Puzzle,E10,DS,0.06,0.06,2009
Jumble Madness,Puzzle,E10,DS,0.06,0.06,2009
SBK Superbike World Championship,Racing,E10,X360,0.21,0.06,2009
Mana Khemia: Student Alliance,Role-Playing,E10,PSP,0.11,0.06,2009
Raiden Fighters Aces,Shooter,E10,X360,0.09,0.06,2009
IL-2 Sturmovik: Birds of Prey,Simulation,E10,DS,0.06,0.06,2009
Help Wanted: 50 Wacky Jobs,Simulation,E10,Wii,0.1,0.06,2009
Leisure Suit Larry: Box Office Bust,Adventure,M,PS3,0.1,0.06,2009
Damnation,Shooter,M,X360,0.07,0.06,2009
Infernal: Hell's Vengeance,Shooter,M,X360,0.08,0.06,2009
Warriors Orochi 2,Action,T,PSP,0.29,0.06,2009
Tokyo Beat Down,Action,T,DS,0.07,0.06,2009
Prinny: Can I Really Be The Hero? (US sales),Action,T,PSP,0.06,0.06,2009
Jake Hunter Detective Story: Memories of the Past,Adventure,T,DS,0.11,0.06,2009
"Flower, Sun, and Rain",Adventure,T,DS,0.07,0.06,2009
Kamen Rider: Dragon Knight,Fighting,T,Wii,0.06,0.06,2009
Knights in the Nightmare,Role-Playing,T,DS,0.08,0.06,2009
Crimson Gem Saga,Role-Playing,T,PSP,0.06,0.06,2009
Class of Heroes,Role-Playing,T,PSP,0.14,0.06,2009
Rogue Trooper: Quartz Zone Massacre,Shooter,T,Wii,0.07,0.06,2009
Don King Boxing,Sports,T,DS,0.08,0.06,2009
Elite Forces: Unit 77,Strategy,T,DS,0.06,0.06,2009
Playmobil Pirates,Action,E,DS,0.08,0.07,2009
Aliens in the Attic,Action,E,Wii,0.08,0.07,2009
Planet 51,Action,E,PS3,0.11,0.07,2009
Planet 51,Action,E,X360,0.11,0.07,2009
SpongeBob's Truth or Square,Action,E,DS,0.15,0.07,2009
Elebits: The Adventures of Kai and Zero,Adventure,E,DS,0.08,0.07,2009
Cloudy With a Chance of Meatballs,Adventure,E,PSP,0.08,0.07,2009
Cloudy With a Chance of Meatballs,Adventure,E,X360,0.09,0.07,2009
Animal Kingdom: Wildlife Expedition,Adventure,E,Wii,0.07,0.07,2009
Chronicles of Mystery: Curse of the Ancient Temple,Adventure,E,DS,0.2,0.07,2009
Crayola: Colorful Journey,Misc,E,Wii,0.07,0.07,2009
Party Pigs: Farmyard Games,Misc,E,Wii,0.08,0.07,2009
Pop'n Music,Misc,E,Wii,0.08,0.07,2009
My Friends,Misc,E,DS,0.08,0.07,2009
World Party Games,Misc,E,Wii,0.07,0.07,2009
Learn Geography,Misc,E,DS,0.07,0.07,2009
My English Coach: Para Hispanoparlantes,Misc,E,DS,0.08,0.07,2009
Discovery Kids: Spider Quest,Misc,E,DS,0.08,0.07,2009
Storybook Workshop,Misc,E,Wii,0.08,0.07,2009
Ultimate Party Challenge,Misc,E,Wii,0.08,0.07,2009
Team Elimination Games,Misc,E,Wii,0.08,0.07,2009
Beaterator,Misc,E,PSP,0.11,0.07,2009
SafeCracker: The Ultimate Puzzle Adventure,Puzzle,E,DS,0.14,0.07,2009
Roogoo Attack!,Puzzle,E,DS,0.07,0.07,2009
Qubed,Puzzle,E,X360,0.08,0.07,2009
Ultimate Shooting Collection,Shooter,E,Wii,0.08,0.07,2009
Salon Superstar,Simulation,E,DS,0.08,0.07,2009
Picture Perfect Hair Salon,Simulation,E,DS,0.07,0.07,2009
Dreamer Series: Shop Owner,Simulation,E,DS,0.08,0.07,2009
Mission Runway,Simulation,E,DS,0.08,0.07,2009
Jambo! Safari Animal Rescue,Simulation,E,Wii,0.09,0.07,2009
Dawn of Discovery,Simulation,E,DS,0.11,0.07,2009
Discovery Kids: Parrot Pals,Simulation,E,DS,0.07,0.07,2009
Princess in Love,Simulation,E,DS,0.08,0.07,2009
Diva Girls: Divas on Ice,Sports,E,Wii,0.08,0.07,2009
NBA 10 The Inside,Sports,E,PSP,0.08,0.07,2009
Jillian Michaels Fitness Ultimatum 2010,Sports,E,DS,0.08,0.07,2009
MLB Front Office Manager,Sports,E,PS3,0.08,0.07,2009
Night at the Museum: Battle of the Smithsonian,Action,E10,X360,0.11,0.07,2009
Hammerin' Hero,Action,E10,PSP,0.08,0.07,2009
Tornado Outbreak,Action,E10,X360,0.08,0.07,2009
Cate West: The Vanishing Files,Adventure,E10,Wii,0.08,0.07,2009
The Hardy Boys: The Hidden Theft,Adventure,E10,Wii,0.11,0.07,2009
Overlord: Minions,Puzzle,E10,DS,0.07,0.07,2009
X-Blades,Action,M,PS3,0.14,0.07,2009
JU-ON: The Grudge,Adventure,M,Wii,0.1,0.07,2009
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,Role-Playing,M,PS2,0.13,0.07,2009
Damnation,Shooter,M,PS3,0.09,0.07,2009
Dynasty Warriors: Gundam 2,Action,T,X360,0.19,0.07,2009
Kenka Bancho: Badass Rumble,Action,T,PSP,0.29,0.07,2009
Broken Sword: Shadows of the Templars - The Director's Cut,Adventure,T,DS,0.17,0.07,2009
Street Fighter IV,Fighting,T,PC,0.13,0.07,2009
Samurai Shodown Anthology,Fighting,T,PS2,0.15,0.07,2009
Drama Queens,Misc,T,DS,0.08,0.07,2009
Karaoke Revolution,Misc,T,PS3,0.1,0.07,2009
Rock Band Track Pack: Classic Rock,Misc,T,X360,0.07,0.07,2009
SingStar Latino,Misc,T,PS2,0.13,0.07,2009
MotorStorm: Arctic Edge,Racing,T,PS2,0.34,0.07,2009
Super Robot Taisen OG Saga: Endless Frontier,Role-Playing,T,DS,0.08,0.07,2009
Mana Khemia 2: Fall of Alchemy,Role-Playing,T,PS2,0.2,0.07,2009
Mad Dog McCree: Gunslinger Pack,Shooter,T,Wii,0.08,0.07,2009
Jurassic: The Hunted,Shooter,T,PS2,0.14,0.07,2009
Ultimate Duck Hunting,Sports,T,Wii,0.08,0.07,2009
Cabela's Outdoor Adventures (2009),Sports,T,PS2,0.14,0.07,2009
Sushi Academy,Action,E,DS,0.08,0.08,2009
Jake Power: Fireman,Adventure,E,DS,0.47,0.08,2009
Wonder World Amusement Park,Misc,E,DS,0.09,0.08,2009
My Make-Up,Misc,E,DS,0.09,0.08,2009
Scrabble,Misc,E,PSP,0.09,0.08,2009
Let's TAP,Misc,E,Wii,0.17,0.08,2009
Disney Sing It! High School Musical 3: Senior Year,Misc,E,PS3,0.4,0.08,2009
Henry Hatsworth in the Puzzling Adventure,Puzzle,E,DS,0.09,0.08,2009
Harvest Moon: Frantic Farming,Puzzle,E,DS,0.1,0.08,2009
Puchi Puchi Virus,Puzzle,E,DS,0.09,0.08,2009
Ski-Doo Snowmobile Challenge,Racing,E,Wii,0.08,0.08,2009
Build 'n Race,Racing,E,Wii,0.08,0.08,2009
Fuel,Racing,E,PS3,0.24,0.08,2009
F1 2009,Racing,E,PSP,0.53,0.08,2009
Animal Planet: Emergency Vets,Simulation,E,DS,0.08,0.08,2009
Animal Planet: Vet Life,Simulation,E,Wii,0.09,0.08,2009
Dreamer Series: Teacher,Simulation,E,DS,0.09,0.08,2009
Horse Life Adventures,Simulation,E,DS,0.1,0.08,2009
SimAnimals Africa,Simulation,E,DS,0.1,0.08,2009
Charm Girls Club: My Fashion Show,Simulation,E,DS,0.08,0.08,2009
Dream Day: Wedding Destinations,Simulation,E,DS,0.08,0.08,2009
Touch Mechanic,Simulation,E,DS,0.08,0.08,2009
Petz: Saddle Club,Simulation,E,PSP,0.09,0.08,2009
Major League Baseball 2K9,Sports,E,PSP,0.09,0.08,2009
Go Play: City Sports,Sports,E,Wii,0.09,0.08,2009
World Championship Games: A Track & Field Event,Sports,E,DS,0.09,0.08,2009
Fishing Master World Tour,Sports,E,Wii,0.09,0.08,2009
MLB 2K9 Fantasy All-Stars,Sports,E,DS,0.09,0.08,2009
Major League Baseball 2K9,Sports,E,PS2,0.17,0.08,2009
Backyard Baseball '10,Sports,E,PS2,0.17,0.08,2009
Naruto Shippuuden: Ninja Council 4,Action,E10,DS,0.22,0.08,2009
The Secret Saturdays: Beasts of the 5th Sun,Action,E10,DS,0.08,0.08,2009
Tornado Outbreak,Action,E10,PS3,0.09,0.08,2009
Zubo,Misc,E10,DS,0.11,0.08,2009
Ice Age: Dawn of the Dinosaurs,Platform,E10,PS2,0.17,0.08,2009
A Witch's Tale,Role-Playing,E10,DS,0.11,0.08,2009
Atelier Annie: Alchemists of Sera Island,Role-Playing,E10,DS,0.12,0.08,2009
Half-Minute Hero,Role-Playing,E10,PSP,0.19,0.08,2009
Wacky World of Sports,Sports,E10,Wii,0.09,0.08,2009
Watchmen: The End is Nigh - The Complete Experience,Action,M,PS3,0.16,0.08,2009
Deadly Creatures,Action,T,Wii,0.22,0.08,2009
Agatha Christie: The ABC Murders,Adventure,T,DS,0.1,0.08,2009
Samurai Shodown Anthology,Fighting,T,PSP,0.09,0.08,2009
Konami Classics Vol. 1,Misc,T,X360,0.08,0.08,2009
SingStar Queen,Misc,T,PS2,0.63,0.08,2009
Shin Megami Tensei: Persona,Role-Playing,T,PSP,0.22,0.08,2009
Fighting Fantasy: The Warlock of Firetop Mountain,Role-Playing,T,DS,0.09,0.08,2009
Raven Squad: Operation Hidden Dagger,Shooter,T,X360,0.09,0.08,2009
IL-2 Sturmovik: Birds of Prey,Simulation,T,PSP,0.19,0.08,2009
Astro Boy: The Video Game,Action,E,DS,0.1,0.09,2009
The Destiny of Zorro,Action,E,Wii,0.1,0.09,2009
Retro Game Challenge (US sales),Action,E,DS,0.09,0.09,2009
Cloudy With a Chance of Meatballs,Adventure,E,PS3,0.1,0.09,2009
Alvin and the Chipmunks: The Squeakquel,Misc,E,Wii,0.1,0.09,2009
Totally Spies! Totally Party,Misc,E,Wii,0.11,0.09,2009
Science Papa,Misc,E,DS,0.11,0.09,2009
Learn Chess,Misc,E,DS,0.09,0.09,2009
Math Blaster in the Prime Adventure,Misc,E,DS,0.1,0.09,2009
Disney Sing It! High School Musical 3: Senior Year,Misc,E,X360,0.1,0.09,2009
Trivial Pursuit,Misc,E,PS2,0.27,0.09,2009
Disney Sing It! High School Musical 3: Senior Year,Misc,E,PS2,0.45,0.09,2009
Marble Saga: Kororinpa,Puzzle,E,Wii,0.16,0.09,2009
USA Today Puzzle Craze,Puzzle,E,DS,0.1,0.09,2009
Classic Word Games,Puzzle,E,DS,0.52,0.09,2009
Yu-Gi-Oh! 5D's Wheelie Breakers,Racing,E,Wii,0.1,0.09,2009
Fuel,Racing,E,X360,0.31,0.09,2009
System Flaw,Shooter,E,DS,0.1,0.09,2009
My Healthy Cooking Coach,Simulation,E,DS,0.1,0.09,2009
Petz Hamsterz Superstarz,Simulation,E,DS,0.1,0.09,2009
Paws & Claws: Pet Vet,Simulation,E,Wii,0.1,0.09,2009
Big League Sports: Summer,Sports,E,DS,0.11,0.09,2009
Vacation Sports,Sports,E,Wii,0.11,0.09,2009
Academy of Champions: Soccer,Sports,E,Wii,0.12,0.09,2009
Big League Sports: Summer,Sports,E,Wii,0.09,0.09,2009
Backyard Baseball '10,Sports,E,Wii,0.1,0.09,2009
PES 2009: Pro Evolution Soccer,Sports,E,Wii,0.45,0.09,2009
Virtua Tennis 2009,Sports,E,PS3,0.38,0.09,2009
Pro Evolution Soccer 2010,Sports,E,PSP,0.8,0.09,2009
Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,Action,E10,DS,0.09,0.09,2009
The Secret Saturdays: Beasts of the 5th Sun,Action,E10,Wii,0.1,0.09,2009
Tornado Outbreak,Action,E10,Wii,0.1,0.09,2009
The Secret Saturdays: Beasts of the 5th Sun,Action,E10,PSP,0.11,0.09,2009
Rolling Stone: Drum King,Misc,E10,Wii,0.1,0.09,2009
Where the Wild Things Are,Platform,E10,PS3,0.11,0.09,2009
Ice Age: Dawn of the Dinosaurs,Platform,E10,X360,0.12,0.09,2009
DiRT 2,Racing,E10,PSP,0.32,0.09,2009
Suikoden Tierkreis,Role-Playing,E10,DS,0.27,0.09,2009
PANGYA: Fantasy Golf,Sports,E10,PSP,0.14,0.09,2009
Alien Monster Bowling League,Sports,E10,Wii,0.09,0.09,2009
The BIGS 2,Sports,E10,PSP,0.1,0.09,2009
Watchmen: The End is Nigh Part 1 & 2,Action,M,X360,0.1,0.09,2009
Cursed Mountain,Adventure,M,Wii,0.21,0.09,2009
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,Role-Playing,M,X360,0.1,0.09,2009
Rogue Warrior,Shooter,M,X360,0.11,0.09,2009
Darkest of Days,Shooter,M,X360,0.1,0.09,2009
Rygar: The Battle of Argus,Action,T,Wii,0.09,0.09,2009
The Lord of the Rings: Conquest,Action,T,DS,0.1,0.09,2009
Spyborgs,Action,T,Wii,0.11,0.09,2009
Dynasty Warriors: Gundam 2,Action,T,PS3,0.49,0.09,2009
Miami Law,Adventure,T,DS,0.1,0.09,2009
Tomb Raider: Underworld,Adventure,T,PS2,0.18,0.09,2009
The King of Fighters XII,Fighting,T,X360,0.11,0.09,2009
Dragon Ball: Evolution,Fighting,T,PSP,0.1,0.09,2009
Eat Lead: The Return of Matt Hazard,Shooter,T,PS3,0.13,0.09,2009
Mytran Wars,Strategy,T,PSP,0.14,0.09,2009
Hysteria Hospital: Emergency Ward,Action,E,DS,0.11,0.1,2009
Cloudy With A Chance of Meatballs,Adventure,E,Wii,0.11,0.1,2009
Escape The Museum,Adventure,E,Wii,0.11,0.1,2009
The Hardy Boys: Treasure on the Tracks,Adventure,E,DS,0.11,0.1,2009
Imagine: Teacher Class Trip,Adventure,E,DS,0.24,0.1,2009
Just In Time Translations,Misc,E,DS,0.11,0.1,2009
Disney Sing It: Pop Hits,Misc,E,PS2,0.34,0.1,2009
WireWay,Platform,E,DS,0.1,0.1,2009
Space Bust-A-Move,Puzzle,E,DS,0.13,0.1,2009
Fabulous Finds,Puzzle,E,DS,0.11,0.1,2009
Ski-Doo Snowmobile Challenge,Racing,E,PS3,0.1,0.1,2009
Yamaha Supercross,Racing,E,DS,0.11,0.1,2009
Animal Planet: Vet Life,Simulation,E,DS,0.11,0.1,2009
SimAnimals Africa,Simulation,E,Wii,0.12,0.1,2009
Dreamer Series: Top Model,Simulation,E,DS,0.1,0.1,2009
Paws & Claws Pet Vet: Australian Adventures,Simulation,E,DS,0.11,0.1,2009
Paws & Claws: Pet Resort,Simulation,E,Wii,0.11,0.1,2009
Petz Fashion: Dogz & Catz,Simulation,E,DS,0.11,0.1,2009
Imagine: Soccer Captain,Sports,E,DS,0.1,0.1,2009
Family Fun Football,Sports,E,Wii,0.1,0.1,2009
Backyard NFL Football '10,Sports,E,X360,0.11,0.1,2009
Tournament Pool,Sports,E,Wii,0.11,0.1,2009
Pro Evolution Soccer 2010,Sports,E,PS2,1.57,0.1,2009
Desktop Tower Defense,Strategy,E,DS,0.11,0.1,2009
Astro Boy: The Video Game,Action,E10,Wii,0.11,0.1,2009
Klonoa,Platform,E10,Wii,0.16,0.1,2009
Where the Wild Things Are,Platform,E10,X360,0.11,0.1,2009
DiRT 2,Racing,E10,Wii,0.37,0.1,2009
Raiden IV,Shooter,E10,X360,0.12,0.1,2009
My Boyfriend,Simulation,E10,DS,0.11,0.1,2009
The BIGS 2,Sports,E10,PS2,0.2,0.1,2009
X-Blades,Action,M,X360,0.14,0.1,2009
CSI: Deadly Intent,Adventure,M,X360,0.2,0.1,2009
50 Cent: Blood on the Sand,Shooter,M,PS3,0.19,0.1,2009
Scene It? Bright Lights! Big Screen!,Misc,T,PS3,0.13,0.1,2009
Rock Band: Metal Track Pack,Misc,T,Wii,0.11,0.1,2009
Rock Band Track Pack: Classic Rock,Misc,T,PS3,0.11,0.1,2009
Rock Band Track Pack: Classic Rock,Misc,T,PS2,0.2,0.1,2009
DJ Hero,Misc,T,PS2,0.32,0.1,2009
Valhalla Knights: Eldar Saga,Role-Playing,T,Wii,0.14,0.1,2009
Bleach: The 3rd Phantom,Role-Playing,T,DS,0.2,0.1,2009
Disgaea 2: Dark Hero Days,Role-Playing,T,PSP,0.25,0.1,2009
Eat Lead: The Return of Matt Hazard,Shooter,T,X360,0.12,0.1,2009
Heroes over Europe,Simulation,T,X360,0.14,0.1,2009
Science Papa,Misc,E,Wii,0.13,0.11,2009
Puzzle Kingdoms,Puzzle,E,Wii,0.12,0.11,2009
Solitaire & Mahjong,Puzzle,E,Wii,0.12,0.11,2009
Peggle: Dual Shot,Puzzle,E,DS,0.12,0.11,2009
Dodge Racing: Charger vs Challenger,Racing,E,Wii,0.12,0.11,2009
Girl Time,Simulation,E,DS,0.11,0.11,2009
My Farm Around the World,Simulation,E,DS,0.12,0.11,2009
Charm Girls Club: My Perfect Prom,Simulation,E,DS,0.12,0.11,2009
Mountain Sports,Sports,E,Wii,0.12,0.11,2009
Backyard Baseball '10,Sports,E,DS,0.12,0.11,2009
G.I. Joe: The Rise of Cobra,Action,E10,DS,0.14,0.11,2009
G-Force,Action,E10,X360,0.17,0.11,2009
Ben 10 Alien Force: Vilgax Attacks,Action,E10,X360,0.22,0.11,2009
Ben 10 Alien Force: Vilgax Attacks,Action,E10,PS2,0.29,0.11,2009
The Clique: Diss and Make Up,Adventure,E10,DS,0.12,0.11,2009
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,Adventure,E10,Wii,0.2,0.11,2009
Teenage Mutant Ninja Turtles: Smash-Up,Fighting,E10,PS2,0.21,0.11,2009
Pinball Hall of Fame: The Williams Collection,Misc,E10,X360,0.12,0.11,2009
Where the Wild Things Are,Platform,E10,Wii,0.12,0.11,2009
Ice Age: Dawn of the Dinosaurs,Platform,E10,Wii,0.28,0.11,2009
Monsters vs. Aliens,Platform,E10,PS2,0.19,0.11,2009
Avalon Code,Role-Playing,E10,DS,0.24,0.11,2009
Adventures to Go!,Role-Playing,E10,PSP,0.14,0.11,2009
NHL 2K10,Sports,E10,X360,0.15,0.11,2009
Onechanbara: Bikini Zombie Slayers,Action,M,Wii,0.12,0.11,2009
Onechanbara: Bikini Samurai Squad,Action,M,X360,0.13,0.11,2009
Fairytale Fights,Action,M,PS3,0.17,0.11,2009
Rogue Warrior,Shooter,M,PS3,0.13,0.11,2009
Stormrise,Strategy,M,X360,0.15,0.11,2009
G.I. Joe: The Rise of Cobra,Action,T,PSP,0.14,0.11,2009
G.I. Joe: The Rise of Cobra,Action,T,PS2,0.14,0.11,2009
G.I. Joe: The Rise of Cobra,Action,T,PS3,0.21,0.11,2009
Indiana Jones and the Staff of Kings,Action,T,PSP,0.26,0.11,2009
Overlord II,Action,T,PS3,0.32,0.11,2009
Indiana Jones and the Staff of Kings,Action,T,PS2,0.28,0.11,2009
Broken Sword: Shadow of the Templars - The Director's Cut,Adventure,T,Wii,0.24,0.11,2009
Overlord: Dark Legend,Adventure,T,Wii,0.37,0.11,2009
The King of Fighters XII,Fighting,T,PS3,0.16,0.11,2009
Rock Band: Metal Track Pack,Misc,T,PS3,0.12,0.11,2009
SingStar Latino,Misc,T,PS3,0.12,0.11,2009
DJ Max Fever,Misc,T,PSP,0.13,0.11,2009
SingStar Queen,Misc,T,PS3,0.44,0.11,2009
Guitar Hero: Smash Hits,Misc,T,PS2,0.22,0.11,2009
